row_type,route,canonical_route,calculator_key,cluster_id,source_files,source_role,in_public_navigation,in_cluster_navigation,in_route_ownership,in_sitemap,has_generated_html,generated_file,duplicate_group,duplicate_status,missing_generated_html,notes
route_inventory,/math/basic/,/math/basic/,basic|math/basic,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/basic/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/basic/index.html,/math/basic/,canonical,false,
route_inventory,/math/calculus/critical-points/,/math/calculus/critical-points/,critical-points|math/calculus/critical-points,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/critical-points/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/critical-points/index.html,/math/calculus/critical-points/,canonical,false,
route_inventory,/math/calculus/derivative/,/math/calculus/derivative/,derivative|math/calculus/derivative,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/derivative/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/derivative/index.html,/math/calculus/derivative/,canonical,false,
route_inventory,/math/calculus/integral/,/math/calculus/integral/,integral|math/calculus/integral,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/integral/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/integral/index.html,/math/calculus/integral/,canonical,false,
route_inventory,/math/calculus/limit/,/math/calculus/limit/,limit|math/calculus/limit,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/limit/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/limit/index.html,/math/calculus/limit/,canonical,false,
route_inventory,/math/calculus/series-convergence/,/math/calculus/series-convergence/,series-convergence|math/calculus/series-convergence,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/calculus/series-convergence/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/calculus/series-convergence/index.html,/math/calculus/series-convergence/,canonical,false,
route_inventory,/math/confidence-interval/,/math/confidence-interval/,confidence-interval|math/confidence-interval,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/confidence-interval/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/confidence-interval/index.html,/math/confidence-interval/,canonical,false,
route_inventory,/math/fraction-calculator/,/math/fraction-calculator/,fraction-calculator|math/fraction-calculator,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/fraction-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/fraction-calculator/index.html,/math/fraction-calculator/,canonical,false,
route_inventory,/math/log/common-log/,/math/log/common-log/,common-log|math/log/common-log,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/common-log/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/common-log/index.html,/math/log/common-log/,canonical,false,
route_inventory,/math/log/exponential-equations/,/math/log/exponential-equations/,exponential-equations|math/log/exponential-equations,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/exponential-equations/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/exponential-equations/index.html,/math/log/exponential-equations/,canonical,false,
route_inventory,/math/log/log-properties/,/math/log/log-properties/,log-properties|math/log/log-properties,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/log-properties/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/log-properties/index.html,/math/log/log-properties/,canonical,false,
route_inventory,/math/log/log-scale/,/math/log/log-scale/,log-scale|math/log/log-scale,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/log-scale/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/log-scale/index.html,/math/log/log-scale/,canonical,false,
route_inventory,/math/log/natural-log/,/math/log/natural-log/,natural-log|math/log/natural-log,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/log/natural-log/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/log/natural-log/index.html,/math/log/natural-log/,canonical,false,
route_inventory,/math/mean-median-mode-range/,/math/mean-median-mode-range/,mean-median-mode-range|math/mean-median-mode-range,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/mean-median-mode-range/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/mean-median-mode-range/index.html,/math/mean-median-mode-range/,canonical,false,
route_inventory,/math/number-sequence/,/math/number-sequence/,number-sequence|math/number-sequence,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/number-sequence/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/number-sequence/index.html,/math/number-sequence/,canonical,false,
route_inventory,/math/permutation-combination/,/math/permutation-combination/,permutation-combination|math/permutation-combination,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/permutation-combination/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/permutation-combination/index.html,/math/permutation-combination/,canonical,false,
route_inventory,/math/probability/,/math/probability/,probability|math/probability,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/probability/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/probability/index.html,/math/probability/,canonical,false,
route_inventory,/math/sample-size/,/math/sample-size/,sample-size|math/sample-size,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/sample-size/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/sample-size/index.html,/math/sample-size/,canonical,false,
route_inventory,/math/standard-deviation/,/math/standard-deviation/,standard-deviation|math/standard-deviation,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/standard-deviation/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/standard-deviation/index.html,/math/standard-deviation/,canonical,false,
route_inventory,/math/statistics/,/math/statistics/,statistics|math/statistics,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/statistics/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/statistics/index.html,/math/statistics/,canonical,false,
route_inventory,/math/statistics/anova/,/math/statistics/anova/,anova|math/statistics/anova,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/statistics/anova/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/statistics/anova/index.html,/math/statistics/anova/,canonical,false,
route_inventory,/math/statistics/correlation/,/math/statistics/correlation/,correlation|math/statistics/correlation,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/statistics/correlation/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/statistics/correlation/index.html,/math/statistics/correlation/,canonical,false,
route_inventory,/math/statistics/distribution/,/math/statistics/distribution/,distribution|math/statistics/distribution,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/statistics/distribution/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/statistics/distribution/index.html,/math/statistics/distribution/,canonical,false,
route_inventory,/math/statistics/hypothesis-testing/,/math/statistics/hypothesis-testing/,hypothesis-testing|math/statistics/hypothesis-testing,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/statistics/hypothesis-testing/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/statistics/hypothesis-testing/index.html,/math/statistics/hypothesis-testing/,canonical,false,
route_inventory,/math/statistics/regression-analysis/,/math/statistics/regression-analysis/,regression-analysis|math/statistics/regression-analysis,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/statistics/regression-analysis/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/statistics/regression-analysis/index.html,/math/statistics/regression-analysis/,canonical,false,
route_inventory,/math/trigonometry/inverse-trig/,/math/trigonometry/inverse-trig/,inverse-trig|math/trigonometry/inverse-trig,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/trigonometry/inverse-trig/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/trigonometry/inverse-trig/index.html,/math/trigonometry/inverse-trig/,canonical,false,
route_inventory,/math/trigonometry/law-of-sines-cosines/,/math/trigonometry/law-of-sines-cosines/,law-of-sines-cosines|math/trigonometry/law-of-sines-cosines,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/trigonometry/law-of-sines-cosines/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/trigonometry/law-of-sines-cosines/index.html,/math/trigonometry/law-of-sines-cosines/,canonical,false,
route_inventory,/math/trigonometry/triangle-solver/,/math/trigonometry/triangle-solver/,triangle-solver|math/trigonometry/triangle-solver,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/trigonometry/triangle-solver/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/trigonometry/triangle-solver/index.html,/math/trigonometry/triangle-solver/,canonical,false,
route_inventory,/math/trigonometry/trig-functions/,/math/trigonometry/trig-functions/,trig-functions|math/trigonometry/trig-functions,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/trigonometry/trig-functions/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/trigonometry/trig-functions/index.html,/math/trigonometry/trig-functions/,canonical,false,
route_inventory,/math/trigonometry/unit-circle/,/math/trigonometry/unit-circle/,unit-circle|math/trigonometry/unit-circle,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/trigonometry/unit-circle/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/trigonometry/unit-circle/index.html,/math/trigonometry/unit-circle/,canonical,false,
route_inventory,/math/z-score/,/math/z-score/,z-score|math/z-score,math,clusters/math/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/math/z-score/index.html; public/sitemap.xml,,true,true,true,true,true,public/math/z-score/index.html,/math/z-score/,canonical,false,
route_inventory,/percentage-calculators/percent-change-calculator/,/percentage-calculators/percent-change-calculator/,percent-change|percentage-calculators/percent-change-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percent-change-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percent-change-calculator/index.html,/percentage-calculators/percent-change-calculator/,canonical,false,
route_inventory,/percentage-calculators/percent-to-fraction-decimal-calculator/,/percentage-calculators/percent-to-fraction-decimal-calculator/,percent-to-fraction-decimal|percentage-calculators/percent-to-fraction-decimal-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percent-to-fraction-decimal-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percent-to-fraction-decimal-calculator/index.html,/percentage-calculators/percent-to-fraction-decimal-calculator/,canonical,false,
route_inventory,/percentage-calculators/percentage-composition-calculator/,/percentage-calculators/percentage-composition-calculator/,percentage-composition|percentage-calculators/percentage-composition-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percentage-composition-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percentage-composition-calculator/index.html,/percentage-calculators/percentage-composition-calculator/,canonical,false,
route_inventory,/percentage-calculators/percentage-decrease-calculator/,/percentage-calculators/percentage-decrease-calculator/,percentage-decrease|percentage-calculators/percentage-decrease-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percentage-decrease-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percentage-decrease-calculator/index.html,/percentage-calculators/percentage-decrease-calculator/,canonical,false,
route_inventory,/percentage-calculators/percentage-difference-calculator/,/percentage-calculators/percentage-difference-calculator/,percentage-difference|percentage-calculators/percentage-difference-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percentage-difference-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percentage-difference-calculator/index.html,/percentage-calculators/percentage-difference-calculator/,canonical,false,
route_inventory,/percentage-calculators/percentage-finder-calculator/,/percentage-calculators/percentage-finder-calculator/,what-percent-is-x-of-y|percentage-calculators/percentage-finder-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percentage-finder-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percentage-finder-calculator/index.html,/percentage-calculators/percentage-finder-calculator/,canonical,false,
route_inventory,/percentage-calculators/percentage-increase-calculator/,/percentage-calculators/percentage-increase-calculator/,percentage-increase|percentage-calculators/percentage-increase-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percentage-increase-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percentage-increase-calculator/index.html,/percentage-calculators/percentage-increase-calculator/,canonical,false,
route_inventory,/percentage-calculators/percentage-of-a-number-calculator/,/percentage-calculators/percentage-of-a-number-calculator/,percentage-of-a-number|percentage-calculators/percentage-of-a-number-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/percentage-of-a-number-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/percentage-of-a-number-calculator/index.html,/percentage-calculators/percentage-of-a-number-calculator/,canonical,false,
route_inventory,/percentage-calculators/reverse-percentage-calculator/,/percentage-calculators/reverse-percentage-calculator/,reverse-percentage|percentage-calculators/reverse-percentage-calculator,percentage,clusters/percentage/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/percentage-calculators/reverse-percentage-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/percentage-calculators/reverse-percentage-calculator/index.html,/percentage-calculators/reverse-percentage-calculator/,canonical,false,
route_inventory,/pricing-calculators/,/pricing-calculators/,pricing-calculators,,public/pricing-calculators/index.html; public/sitemap.xml,,false,false,false,true,true,public/pricing-calculators/index.html,,unique,false,
route_inventory,/pricing-calculators/commission-calculator/,/pricing-calculators/commission-calculator/,commission-calculator|pricing-calculators/commission-calculator,pricing,clusters/pricing/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/pricing-calculators/commission-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/pricing-calculators/commission-calculator/index.html,/pricing-calculators/commission-calculator/,canonical,false,
route_inventory,/pricing-calculators/discount-calculator/,/pricing-calculators/discount-calculator/,discount-calculator|pricing-calculators/discount-calculator,pricing,clusters/pricing/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/pricing-calculators/discount-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/pricing-calculators/discount-calculator/index.html,/pricing-calculators/discount-calculator/,canonical,false,
route_inventory,/pricing-calculators/margin-calculator/,/pricing-calculators/margin-calculator/,margin-calculator|pricing-calculators/margin-calculator,pricing,clusters/pricing/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/pricing-calculators/margin-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/pricing-calculators/margin-calculator/index.html,/pricing-calculators/margin-calculator/,canonical,false,
route_inventory,/pricing-calculators/markup-calculator/,/pricing-calculators/markup-calculator/,markup-calculator|pricing-calculators/markup-calculator,pricing,clusters/pricing/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/pricing-calculators/markup-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/pricing-calculators/markup-calculator/index.html,/pricing-calculators/markup-calculator/,canonical,false,
route_inventory,/privacy/,/privacy/,privacy,,public/privacy/index.html; public/sitemap.xml,,false,false,false,true,true,public/privacy/index.html,,unique,false,
route_inventory,/salary-calculators/,/salary-calculators/,salary-calculators-hub|salary-calculators,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/index.html,,unique,false,
route_inventory,/salary-calculators/annual-to-monthly-salary-calculator/,/salary-calculators/annual-to-monthly-salary-calculator/,annual-to-monthly-salary-calculator|salary-calculators/annual-to-monthly-salary-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/annual-to-monthly-salary-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/annual-to-monthly-salary-calculator/index.html,/salary-calculators/annual-to-monthly-salary-calculator/,canonical,false,
route_inventory,/salary-calculators/bonus-calculator/,/salary-calculators/bonus-calculator/,bonus-calculator|salary-calculators/bonus-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/bonus-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/bonus-calculator/index.html,/salary-calculators/bonus-calculator/,canonical,false,
route_inventory,/salary-calculators/commission-calculator/,/salary-calculators/commission-calculator/,commission-calculator|salary-calculators/commission-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/commission-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/commission-calculator/index.html,/salary-calculators/commission-calculator/,canonical,false,
route_inventory,/salary-calculators/hourly-to-salary-calculator/,/salary-calculators/hourly-to-salary-calculator/,hourly-to-salary-calculator|salary-calculators/hourly-to-salary-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/hourly-to-salary-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/hourly-to-salary-calculator/index.html,/salary-calculators/hourly-to-salary-calculator/,canonical,false,
route_inventory,/salary-calculators/inflation-adjusted-salary-calculator/,/salary-calculators/inflation-adjusted-salary-calculator/,inflation-adjusted-salary-calculator|salary-calculators/inflation-adjusted-salary-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/inflation-adjusted-salary-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/inflation-adjusted-salary-calculator/index.html,/salary-calculators/inflation-adjusted-salary-calculator/,canonical,false,
route_inventory,/salary-calculators/monthly-to-annual-salary-calculator/,/salary-calculators/monthly-to-annual-salary-calculator/,monthly-to-annual-salary-calculator|salary-calculators/monthly-to-annual-salary-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/monthly-to-annual-salary-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/monthly-to-annual-salary-calculator/index.html,/salary-calculators/monthly-to-annual-salary-calculator/,canonical,false,
route_inventory,/salary-calculators/overtime-pay-calculator/,/salary-calculators/overtime-pay-calculator/,overtime-pay-calculator|salary-calculators/overtime-pay-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/overtime-pay-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/overtime-pay-calculator/index.html,/salary-calculators/overtime-pay-calculator/,canonical,false,
route_inventory,/salary-calculators/raise-calculator/,/salary-calculators/raise-calculator/,raise-calculator|salary-calculators/raise-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/raise-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/raise-calculator/index.html,/salary-calculators/raise-calculator/,canonical,false,
route_inventory,/salary-calculators/salary-calculator/,/salary-calculators/salary-calculator/,salary-calculator|salary-calculators/salary-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/salary-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/salary-calculator/index.html,/salary-calculators/salary-calculator/,canonical,false,
route_inventory,/salary-calculators/salary-to-hourly-calculator/,/salary-calculators/salary-to-hourly-calculator/,salary-to-hourly-calculator|salary-calculators/salary-to-hourly-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/salary-to-hourly-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/salary-to-hourly-calculator/index.html,/salary-calculators/salary-to-hourly-calculator/,canonical,false,
route_inventory,/salary-calculators/weekly-pay-calculator/,/salary-calculators/weekly-pay-calculator/,weekly-pay-calculator|salary-calculators/weekly-pay-calculator,salary,clusters/salary/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/salary-calculators/weekly-pay-calculator/index.html; public/sitemap.xml,,true,true,true,true,true,public/salary-calculators/weekly-pay-calculator/index.html,/salary-calculators/weekly-pay-calculator/,canonical,false,
route_inventory,/terms-and-conditions/,/terms-and-conditions/,terms-and-conditions,,public/sitemap.xml; public/terms-and-conditions/index.html,,false,false,false,true,true,public/terms-and-conditions/index.html,,unique,false,
route_inventory,/time-and-date/age-calculator/,/time-and-date/age-calculator/,age-calculator|time-and-date/age-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/age-calculator/index.html,,true,true,true,true,true,public/time-and-date/age-calculator/index.html,/time-and-date/age-calculator/,canonical,false,
route_inventory,/time-and-date/birthday-day-of-week/,/time-and-date/birthday-day-of-week/,birthday-day-of-week|time-and-date/birthday-day-of-week,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/birthday-day-of-week/index.html,,true,true,true,true,true,public/time-and-date/birthday-day-of-week/index.html,/time-and-date/birthday-day-of-week/,canonical,false,
route_inventory,/time-and-date/countdown-timer/,/time-and-date/countdown-timer/,countdown-timer|time-and-date/countdown-timer,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/countdown-timer/index.html,,true,true,true,true,true,public/time-and-date/countdown-timer/index.html,/time-and-date/countdown-timer/,canonical,false,
route_inventory,/time-and-date/days-until-a-date-calculator/,/time-and-date/days-until-a-date-calculator/,days-until-a-date-calculator|time-and-date/days-until-a-date-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/days-until-a-date-calculator/index.html,,true,true,true,true,true,public/time-and-date/days-until-a-date-calculator/index.html,/time-and-date/days-until-a-date-calculator/,canonical,false,
route_inventory,/time-and-date/energy-based-nap-selector/,/time-and-date/energy-based-nap-selector/,energy-based-nap-selector|time-and-date/energy-based-nap-selector,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/energy-based-nap-selector/index.html,,true,true,true,true,true,public/time-and-date/energy-based-nap-selector/index.html,/time-and-date/energy-based-nap-selector/,canonical,false,
route_inventory,/time-and-date/nap-time-calculator/,/time-and-date/nap-time-calculator/,nap-time-calculator|time-and-date/nap-time-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/nap-time-calculator/index.html,,true,true,true,true,true,public/time-and-date/nap-time-calculator/index.html,/time-and-date/nap-time-calculator/,canonical,false,
route_inventory,/time-and-date/overtime-hours-calculator/,/time-and-date/overtime-hours-calculator/,overtime-hours-calculator|time-and-date/overtime-hours-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/overtime-hours-calculator/index.html,,true,true,true,true,true,public/time-and-date/overtime-hours-calculator/index.html,/time-and-date/overtime-hours-calculator/,canonical,false,
route_inventory,/time-and-date/power-nap-calculator/,/time-and-date/power-nap-calculator/,power-nap-calculator|time-and-date/power-nap-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/power-nap-calculator/index.html,,true,true,true,true,true,public/time-and-date/power-nap-calculator/index.html,/time-and-date/power-nap-calculator/,canonical,false,
route_inventory,/time-and-date/sleep-time-calculator/,/time-and-date/sleep-time-calculator/,sleep-time-calculator|time-and-date/sleep-time-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/sleep-time-calculator/index.html,,true,true,true,true,true,public/time-and-date/sleep-time-calculator/index.html,/time-and-date/sleep-time-calculator/,canonical,false,
route_inventory,/time-and-date/time-between-two-dates-calculator/,/time-and-date/time-between-two-dates-calculator/,time-between-two-dates-calculator|time-and-date/time-between-two-dates-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/time-between-two-dates-calculator/index.html,,true,true,true,true,true,public/time-and-date/time-between-two-dates-calculator/index.html,/time-and-date/time-between-two-dates-calculator/,canonical,false,
route_inventory,/time-and-date/wake-up-time-calculator/,/time-and-date/wake-up-time-calculator/,wake-up-time-calculator|time-and-date/wake-up-time-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/wake-up-time-calculator/index.html,,true,true,true,true,true,public/time-and-date/wake-up-time-calculator/index.html,/time-and-date/wake-up-time-calculator/,canonical,false,
route_inventory,/time-and-date/work-hours-calculator/,/time-and-date/work-hours-calculator/,work-hours-calculator|time-and-date/work-hours-calculator,time-and-date,clusters/time-and-date/config/navigation.json; config/clusters/route-ownership.json; public/config/navigation.json; public/sitemap.xml; public/time-and-date/work-hours-calculator/index.html,,true,true,true,true,true,public/time-and-date/work-hours-calculator/index.html,/time-and-date/work-hours-calculator/,canonical,false,